id,label
610,0
647,1
613,0
649,1
638,0
651,1
615,0
655,1
617,0
644,0
222801,0
222817,0
222808,0
222809,0
222861,0
222806,0
222863,0
222867,0
222819,0
222813,0
222804,0
222811,0
222803,0
222799,0
222797,0
222826,0
222840,0
222869,0
222836,0
222828,0
222832,0
222830,0
222849,0
222865,0
222847,0
222844,0
222857,0
222851,0
222855,0
222853,0
222822,0
222802,0
222842,0
222868,1
222866,1
222860,1
222810,1
222858,1
222807,1
222805,1
222800,1
222796,1
222798,1
222856,1
222818,1
222833,1
222816,1
222812,1
222814,1
222831,1
222823,1
222820,1
222829,1
222825,1
222827,1
222841,1
222854,1
222839,1
222835,1
222837,1
222852,1
222843,1
222850,1
222845,1
222848,1
222864,1
222862,1
222815,0
222859,0
222846,0
222834,0
222795,0
222838,0
222870,1
222824,0
222821,0
812,1
741,0
748,1
735,0
740,1
773,0
734,0
747,0
736,1
753,0
738,1
771,0
742,1
743,0
744,1
745,0
746,1
749,0
750,1
751,0
752,1
769,0
754,1
767,0
756,1
765,0
758,1
763,0
760,1
755,0
762,1
761,0
766,1
757,0
768,1
759,0
770,1
775,0
774,1
785,0
776,1
783,0
778,1
816,1
804,1
781,0
782,1
779,0
784,1
777,0
786,1
793,0
790,1
807,0
792,1
791,0
794,1
787,0
798,1
789,0
800,1
805,0
802,1
797,0
806,1
795,0
808,1
803,0
810,1
799,0
814,1
801,0
788,1
809,0
796,1
815,0
764,1
811,0
780,1
813,0
772,1
739,0
737,0
823,1
913,0
910,1
911,0
902,1
903,0
888,1
909,0
894,1
901,0
880,1
883,0
864,1
833,0
872,1
831,0
840,1
818,0
848,1
829,0
832,1
822,0
817,0
820,0
819,1
828,0
821,1
824,0
825,1
826,0
827,1
841,0
830,1
855,0
834,1
839,0
836,1
835,0
838,1
837,0
842,1
881,0
844,1
853,0
846,1
845,0
850,1
843,0
852,1
851,0
854,1
847,0
856,1
849,0
858,1
879,0
860,1
857,0
862,1
865,0
866,1
863,0
868,1
859,0
870,1
861,0
874,1
877,0
876,1
869,0
878,1
867,0
882,1
875,0
884,1
871,0
886,1
873,0
890,1
889,0
892,1
891,0
893,1
895,0
896,1
887,0
898,1
885,0
900,1
899,0
904,1
897,0
906,1
907,0
908,1
905,0
912,1
914,1
915,0
980,1
921,0
918,1
917,0
972,1
919,0
964,1
925,0
956,1
935,0
940,1
947,0
988,1
949,0
990,1
923,0
992,1
932,0
994,1
943,0
996,1
945,0
1019,1
927,0
1006,1
953,0
1025,1
951,0
1004,1
955,0
1000,1
963,0
998,1
957,0
1017,1
959,0
1015,1
961,0
948,1
973,0
1009,1
971,0
1031,1
1010,0
1013,1
969,0
1011,1
965,0
1027,1
967,0
1021,1
983,0
1023,1
977,0
1029,1
975,0
1002,1
1008,0
916,1
979,0
920,1
981,0
922,1
991,0
924,1
985,0
928,1
987,0
929,1
989,0
931,1
1007,0
934,1
1012,0
936,1
1005,0
938,1
1003,0
942,1
995,0
944,1
993,0
946,1
1001,0
950,1
997,0
952,1
999,0
954,1
1026,0
958,1
1024,0
960,1
1014,0
962,1
1022,0
966,1
1020,0
968,1
1016,0
970,1
1018,0
974,1
1030,0
976,1
1028,0
978,1
939,0
982,1
930,0
984,1
941,0
986,1
937,0
933,1
926,1
1169,0
1124,1
1161,0
1094,1
1157,0
1108,1
1167,0
1036,1
1153,0
1066,1
1171,0
1118,1
1137,0
1080,1
1129,0
1104,1
1127,0
1150,1
1131,0
1110,1
1133,0
1142,1
1125,0
1078,1
1147,0
1136,1
1149,0
1128,1
1145,0
1120,1
1144,0
1040,1
1148,0
1134,1
1165,0
1068,1
1123,0
1102,1
1139,0
1042,1
1115,0
1052,1
1111,0
1050,1
1077,0
1100,1
1113,0
1076,1
1047,0
1090,1
1032,0
1086,1
1075,0
1064,1
1045,0
1074,1
1037,0
1143,1
1035,0
1140,1
1043,0
1106,1
1039,0
1034,0
1041,0
1138,1
1073,0
1092,1
1059,0
1088,1
1051,0
1082,1
1049,0
1038,1
1057,0
1033,1
1053,0
1062,1
1055,0
1048,1
1071,0
1056,1
1063,0
1098,1
1061,0
1060,1
1069,0
1058,1
1065,0
1122,1
1067,0
1116,1
1109,0
1044,1
1095,0
1114,1
1081,0
1046,1
1079,0
1112,1
1107,0
1070,1
1093,0
1072,1
1085,0
1162,1
1084,0
1132,1
1091,0
1130,1
1087,0
1126,1
1089,0
1160,1
1105,0
1152,1
1103,0
1146,1
1101,0
1158,1
1097,0
1154,1
1099,0
1156,1
1172,1
1166,1
1117,0
1164,1
1141,0
1168,1
1151,0
1170,1
1119,0
1054,1
1121,0
1083,1
1163,0
1096,1
1135,0
1159,0
1155,0
1241,1
1214,0
1341,1
1298,0
1329,1
1208,0
1245,1
1226,0
1243,1
1334,0
1195,1
1212,0
1193,1
1196,0
1191,1
1198,0
1325,1
1194,0
1323,1
1202,0
1189,1
1302,0
1327,1
1282,0
1339,1
1180,0
1333,1
1186,0
1331,1
1176,0
1337,1
1178,0
1335,1
1188,0
1237,1
1204,0
1313,1
1268,0
1321,1
1264,0
1235,1
1260,0
1233,1
1272,0
1179,1
1252,0
1211,1
1190,0
1209,1
1224,0
1207,1
1222,0
1177,1
1348,0
1175,1
1288,0
1205,1
1336,0
1197,1
1290,0
1187,1
1250,0
1203,1
1292,0
1199,1
1200,0
1201,1
1332,0
1273,1
1322,0
1239,1
1206,0
1219,1
1296,0
1217,1
1174,0
1213,1
1314,0
1215,1
1324,0
1231,1
1244,0
1223,1
1308,0
1221,1
1210,0
1229,1
1266,0
1225,1
1338,0
1227,1
1294,0
1271,1
1344,0
1257,1
1350,0
1249,1
1270,0
1247,1
1236,0
1255,1
1238,0
1251,1
1240,0
1253,1
1280,0
1269,1
1330,0
1261,1
1192,0
1259,1
1246,0
1267,1
1286,0
1263,1
1300,0
1265,1
1232,0
1297,1
1278,0
1283,1
1242,0
1275,1
1262,0
1281,1
1304,0
1277,1
1248,0
1279,1
1274,0
1295,1
1230,0
1287,1
1228,0
1285,1
1234,0
1293,1
1184,0
1289,1
1220,0
1291,1
1340,0
1311,1
1346,0
1299,1
1216,0
1305,1
1284,0
1301,1
1342,0
1303,1
1328,0
1345,1
1320,0
1343,1
1318,0
1351,1
1312,0
1347,1
1316,0
1349,1
1258,0
1307,1
1310,0
1309,1
1256,0
1319,1
1306,0
1185,1
1326,0
1181,1
1218,0
1173,0
1276,0
1315,1
1182,0
1317,1
1254,0
1183,1
1498,0
1557,1
1375,0
1551,1
1488,0
1543,1
1369,0
1547,1
1458,0
1445,1
1494,0
1427,1
1462,0
1545,1
1450,0
1549,1
1508,0
1352,0
1492,0
1555,1
1506,0
1425,1
1444,0
1553,1
1385,0
1561,1
1472,0
1559,1
1504,0
1443,1
1486,0
1441,1
1428,0
1439,1
1379,0
1437,1
1520,0
1435,1
1482,0
1433,1
1420,0
1431,1
1440,0
1429,1
1464,0
1535,1
1468,0
1473,1
1430,0
1471,1
1552,0
1447,1
1466,0
1453,1
1554,0
1541,1
1365,0
1421,1
1418,0
1423,1
1361,0
1451,1
1454,0
1449,1
1434,0
1469,1
1502,0
1467,1
1452,0
1465,1
1484,0
1463,1
1544,0
1455,1
1560,0
1461,1
1363,0
1457,1
1403,0
1459,1
1387,0
1419,1
1456,0
1362,1
1476,0
1533,1
1367,0
1360,1
1383,0
1358,1
1556,0
1356,1
1406,0
1354,1
1534,0
1531,1
1381,0
1517,1
1546,0
1415,1
1401,0
1382,1
1474,0
1368,1
1393,0
1409,1
1377,0
1366,1
1373,0
1364,1
1532,0
1380,1
1550,0
1372,1
1371,0
1370,1
1522,0
1378,1
1395,0
1374,1
1389,0
1376,1
1412,0
1407,1
1397,0
1392,1
1416,0
1384,1
1408,0
1390,1
1399,0
1386,1
1460,0
1388,1
1446,0
1404,1
1436,0
1396,1
1470,0
1394,1
1528,0
1402,1
1490,0
1398,1
1478,0
1400,1
1524,0
1515,1
1510,0
1489,1
1526,0
1475,1
1405,0
1417,1
1410,0
1411,1
1514,0
1413,1
1518,0
1487,1
1496,0
1479,1
1426,0
1477,1
1359,0
1485,1
1558,0
1481,1
1422,0
1483,1
1536,0
1513,1
1548,0
1499,1
1530,0
1491,1
1414,0
1497,1
1512,0
1493,1
1432,0
1495,1
1538,0
1511,1
1353,0
1503,1
1442,0
1501,1
1355,0
1509,1
1357,0
1505,1
1438,0
1507,1
1542,0
1529,1
1424,0
1527,1
1500,0
1525,1
1448,0
1523,1
1480,0
1521,1
1391,0
1519,1
1540,0
1539,1
1516,0
1537,1
1573,0
1692,1
1607,0
1704,1
1565,0
1716,1
1599,0
1686,1
1577,0
1684,1
1751,0
1566,1
1601,0
1690,1
1603,0
1688,1
1743,0
1702,1
1759,0
1700,1
1765,0
1696,1
1611,0
1694,1
1581,0
1698,1
1675,0
1708,1
1567,0
1714,1
1591,0
1706,1
1671,0
1563,1
1649,0
1712,1
1648,0
1710,1
1642,0
1724,1
1646,0
1621,1
1644,0
1722,1
1659,0
1619,1
1669,0
1568,1
1657,0
1676,1
1655,0
1578,1
1667,0
1576,1
1661,0
1570,1
1665,0
1574,1
1663,0
1572,1
1685,0
1720,1
1703,0
1718,1
1683,0
1586,1
1677,0
1598,1
1681,0
1584,1
1679,0
1582,1
1691,0
1580,1
1701,0
1682,1
1689,0
1596,1
1687,0
1592,1
1699,0
1588,1
1693,0
1590,1
1697,0
1564,0
1695,0
1617,1
1605,0
1594,1
1707,0
1615,1
1741,0
1612,1
1705,0
1610,1
1717,0
1602,1
1709,0
1600,1
1715,0
1608,1
1711,0
1604,1
1763,0
1606,1
1753,0
1742,1
1747,0
1668,1
1771,0
1637,1
1609,0
1635,1
1729,0
1623,1
1723,0
1633,1
1725,0
1625,1
1761,0
1631,1
1634,0
1627,1
1632,0
1629,1
1630,0
1740,1
1636,0
1666,1
1769,0
1656,1
1571,0
1641,1
1653,0
1639,1
1597,0
1654,1
1640,0
1645,1
1613,0
1643,1
1624,0
1652,1
1733,0
1647,1
1755,0
1650,1
1622,0
1738,1
1731,0
1674,1
1727,0
1664,1
1593,0
1662,1
1719,0
1672,1
1721,0
1660,1
1651,0
1658,1
1569,0
1736,1
1735,0
1728,1
1737,0
1726,1
1739,0
1734,1
1767,0
1730,1
1757,0
1732,1
1749,0
1762,1
1745,0
1748,1
1626,0
1746,1
1562,0
1670,1
1587,0
1744,1
1713,0
1760,1
1579,0
1752,1
1575,0
1750,1
1589,0
1758,1
1614,0
1754,1
1595,0
1756,1
1628,0
1766,1
1638,0
1764,1
1673,0
1772,1
1618,0
1768,1
1616,0
1770,1
1620,0
1678,1
1585,0
1680,1
1583,0
219949,0
221103,1
221110,1
221111,1
221149,1
221150,1
221121,1
221122,1
221123,1
221124,1
221144,1
221145,1
221146,1
221134,1
221136,1
221137,1
221138,1
221140,1
221135,1
221139,1
221101,1
221102,1
221148,1
221131,1
221132,1
221158,1
221157,1
221127,1
221126,1
221133,1
219950,0
221151,1
221104,1
221105,1
221107,1
221106,1
221109,1
221099,1
221152,1
221153,1
221154,1
221155,1
221156,1
221129,1
221128,1
221130,1
221147,1
221119,1
221120,1
221116,1
221142,1
221141,1
221108,1
221114,1
221100,1
221143,1
221113,1
221112,1
221118,1
221117,1
221115,1
221125,1
219951,0
221164,1
221200,1
221201,1
221166,1
221165,1
221167,1
221181,1
221180,1
221183,1
221182,1
221205,1
221206,1
221207,1
221208,1
219952,0
221173,1
221174,1
221172,1
221176,1
221175,1
221177,1
221179,1
221178,1
221210,1
221196,1
221197,1
221212,1
221211,1
221199,1
221193,1
221195,1
221194,1
221160,1
221159,1
221161,1
221163,1
221162,1
221213,1
221214,1
221215,1
221216,1
221188,1
221190,1
221187,1
221189,1
221209,1
221202,1
221203,1
221204,1
221169,1
221171,1
221168,1
221170,1
221198,1
221185,1
221186,1
221184,1
221191,1
221192,1
219953,0
220516,1
220517,1
220520,1
220521,1
220522,1
220515,1
219954,0
220518,1
220519,1
220512,1
220513,1
220514,1
220511,1
219955,0
220553,1
220543,1
220538,1
220546,1
220540,1
220541,1
220542,1
220554,1
219956,0
220552,1
220528,1
220539,1
219957,0
220533,1
220534,1
220527,1
220526,1
220523,1
220547,1
220548,1
220549,1
220535,1
220536,1
220537,1
220550,1
220551,1
220544,1
220545,1
220525,1
220524,1
220555,1
220532,1
220531,1
220529,1
220530,1
220556,1
220557,1
220558,1
219958,0
220577,1
220578,1
220601,1
220602,1
220607,1
220608,1
220559,1
220567,1
220604,1
220603,1
220566,1
220565,1
220572,1
220560,1
220561,1
220563,1
220562,1
220579,1
220580,1
220581,1
220609,1
220611,1
220570,1
220571,1
220612,1
220594,1
220597,1
220595,1
220596,1
220598,1
220605,1
220606,1
220590,1
220600,1
220599,1
220573,1
220613,1
220583,1
220584,1
220582,1
220585,1
220586,1
220564,1
220575,1
220576,1
220574,1
220592,1
220591,1
220593,1
220610,1
220587,1
220589,1
220588,1
220569,1
220568,1
220614,1
220615,1
220619,1
220620,1
219959,0
220641,1
220633,1
220642,1
220643,1
220657,1
220631,1
220637,1
220687,1
220655,1
220656,1
220654,1
220634,1
220635,1
220636,1
220647,1
220623,1
220625,1
220624,1
220662,1
220663,1
220616,1
220618,1
220617,1
220694,1
220695,1
220681,1
220683,1
220682,1
220680,1
220684,1
220685,1
220688,1
220689,1
220690,1
220691,1
220638,1
220639,1
220640,1
220665,1
220666,1
220668,1
220664,1
220667,1
220686,1
220627,1
220628,1
220621,1
220622,1
219960,0
220669,1
220632,1
220645,1
220646,1
220648,1
220649,1
220629,1
220630,1
220692,1
220693,1
220626,1
220676,1
220673,1
220675,1
220677,1
220674,1
220671,1
220670,1
220672,1
220644,1
220658,1
220660,1
220659,1
220678,1
220679,1
220697,1
220698,1
220696,1
220651,1
220652,1
220653,1
220650,1
220661,1
219961,0
220852,1
220869,1
220870,1
220871,1
220872,1
220874,1
220835,1
220834,1
220836,1
220839,1
220841,1
220840,1
220842,1
220853,1
220855,1
220854,1
220879,1
220848,1
220844,1
220845,1
220877,1
220878,1
220846,1
220863,1
220862,1
220831,1
220867,1
220843,1
220829,1
220830,1
219962,0
220865,1
220866,1
220873,1
220832,1
220833,1
220876,1
220847,1
220857,1
220856,1
220858,1
220859,1
220868,1
220864,1
220826,1
220827,1
220828,1
220851,1
220850,1
220849,1
220875,1
220837,1
220838,1
220861,1
220860,1
219963,0
220753,1
220754,1
220775,1
220776,1
220750,1
220771,1
220772,1
220774,1
220773,1
220751,1
220752,1
220756,1
220757,1
220759,1
220758,1
220761,1
220766,1
220767,1
220763,1
220765,1
220764,1
220755,1
220769,1
220770,1
220768,1
219964,0
220749,1
220777,1
220778,1
220760,1
220762,1
220803,1
220783,1
220782,1
220788,1
220789,1
219965,0
220819,1
220787,1
219966,0
220818,1
220801,1
220800,1
220785,1
220786,1
220820,1
220821,1
220822,1
220780,1
220779,1
220795,1
220823,1
220824,1
220816,1
220794,1
220814,1
220815,1
220817,1
220802,1
220809,1
220811,1
220813,1
220812,1
220810,1
220791,1
220790,1
220793,1
220792,1
220781,1
220805,1
220796,1
220799,1
220804,1
220825,1
220807,1
220806,1
220808,1
220797,1
220798,1
220784,1
219967,0
220716,1
220717,1
220737,1
220738,1
220732,1
220745,1
220720,1
220728,1
220730,1
220729,1
220746,1
220747,1
220748,1
220725,1
220726,1
220713,1
220714,1
220723,1
220739,1
220741,1
220742,1
220740,1
220718,1
220719,1
220727,1
220724,1
220706,1
220707,1
220708,1
220701,1
220702,1
220703,1
220735,1
220736,1
220715,1
220705,1
220704,1
220721,1
220722,1
220731,1
220699,1
220700,1
220733,1
220734,1
220711,1
220709,1
220712,1
220710,1
220743,1
220744,1
219968,0
220968,1
220951,1
220952,1
220932,1
220933,1
220953,1
220954,1
220964,1
220927,1
220928,1
220956,1
220955,1
220926,1
220950,1
220963,1
220965,1
220966,1
220967,1
220971,1
220940,1
220969,1
220970,1
220929,1
220930,1
220960,1
220962,1
220961,1
220925,1
220924,1
220959,1
219969,0
220923,1
220957,1
220949,1
220948,1
220941,1
220944,1
220942,1
220943,1
220947,1
220946,1
220934,1
220958,1
220945,1
220936,1
220938,1
220937,1
220935,1
220931,1
220939,1
219970,0
221026,1
221024,1
221025,1
221034,1
221035,1
221036,1
221030,1
221028,1
221029,1
221038,1
221037,1
221041,1
221042,1
221027,1
221040,1
221039,1
221022,1
221023,1
221032,1
221031,1
221049,1
221050,1
221051,1
221019,1
221020,1
221021,1
221059,1
221016,1
221018,1
221017,1
221058,1
221052,1
221056,1
221057,1
221033,1
221013,1
221014,1
221054,1
221053,1
221055,1
221047,1
221048,1
221011,1
221012,1
221015,1
221044,1
221046,1
221043,1
221045,1
221061,1
221060,1
219971,0
221062,1
221063,1
219972,0
219973,0
220888,1
220889,1
220906,1
220907,1
220904,1
220905,1
220899,1
220900,1
220901,1
220909,1
220910,1
220911,1
220908,1
220919,1
220917,1
220918,1
220914,1
220913,1
220893,1
220891,1
220892,1
220897,1
220881,1
220882,1
220880,1
220896,1
220912,1
220922,1
220898,1
220902,1
220903,1
220920,1
220921,1
220895,1
220894,1
220890,1
220916,1
220915,1
219974,0
220884,1
220883,1
220885,1
220886,1
220887,1
219975,0
220988,1
220989,1
220990,1
220977,1
220999,1
220980,1
220981,1
220972,1
220985,1
220978,1
220997,1
220984,1
220979,1
221009,1
221008,1
221010,1
220976,1
220975,1
220995,1
220994,1
220996,1
221001,1
221002,1
219976,0
221003,1
221004,1
221006,1
221007,1
221005,1
220986,1
220987,1
220998,1
220993,1
220992,1
220991,1
221000,1
220973,1
220974,1
220983,1
220982,1
219977,0
219978,0
220061,1
220062,1
220067,1
220055,1
220044,1
220059,1
220058,1
220066,1
220042,1
220043,1
220041,1
220054,1
220070,1
220060,1
220057,1
220074,1
220051,1
220045,1
220052,1
220063,1
220069,1
220049,1
220068,1
220056,1
220071,1
220072,1
220073,1
219979,0
220048,1
220047,1
220046,1
220053,1
220050,1
220065,1
220040,1
220064,1
220108,1
220099,1
220104,1
220105,1
220103,1
220080,1
220079,1
220115,1
220098,1
220088,1
220086,1
220087,1
220077,1
220082,1
220083,1
220111,1
220094,1
220095,1
220075,1
220106,1
220107,1
220101,1
220100,1
220102,1
220114,1
220081,1
220112,1
220113,1
220096,1
220097,1
220110,1
220109,1
220078,1
220076,1
220090,1
220091,1
220092,1
220093,1
220089,1
220085,1
220084,1
219980,0
219981,0
220196,1
220197,1
220134,1
220191,1
220189,1
220190,1
220158,1
220157,1
220159,1
220142,1
220143,1
220138,1
220170,1
220155,1
220174,1
220175,1
220186,1
220181,1
220160,1
220161,1
220162,1
220192,1
220193,1
220163,1
220127,1
220171,1
220140,1
220121,1
220122,1
220139,1
220133,1
220149,1
220150,1
220151,1
220187,1
220188,1
219982,0
220176,1
220177,1
220144,1
220119,1
220120,1
220183,1
220184,1
220185,1
220135,1
220136,1
220137,1
220168,1
220169,1
220166,1
220167,1
220165,1
220124,1
219983,0
220145,1
220146,1
220128,1
220129,1
220182,1
220199,1
220172,1
220173,1
220178,1
220180,1
220179,1
220116,1
220125,1
220126,1
220123,1
220141,1
220152,1
220154,1
220153,1
220156,1
220198,1
220131,1
220130,1
220194,1
220195,1
220117,1
220132,1
220164,1
220147,1
220148,1
220118,1
220200,1
219984,0
220203,1
220227,1
220226,1
220222,1
220220,1
220221,1
220212,1
220213,1
220210,1
220208,1
220209,1
220224,1
220214,1
220215,1
220223,1
220225,1
220211,1
220219,1
220205,1
220204,1
220207,1
220206,1
220202,1
220201,1
220217,1
220216,1
220218,1
219985,0
220261,1
220237,1
220236,1
220238,1
220265,1
220248,1
220249,1
220250,1
220251,1
220231,1
220259,1
220258,1
220257,1
220232,1
220262,1
220264,1
220263,1
220275,1
220269,1
220253,1
220254,1
220255,1
220256,1
220260,1
220273,1
220272,1
220271,1
219986,0
220235,1
220233,1
220234,1
220274,1
220266,1
220268,1
220267,1
220270,1
220240,1
220239,1
220247,1
220244,1
220246,1
220245,1
220252,1
220243,1
220242,1
220241,1
220229,1
220228,1
220230,1
220289,1
220280,1
220290,1
220276,1
220277,1
220278,1
220279,1
220286,1
220284,1
220285,1
220288,1
220287,1
220283,1
220281,1
220282,1
219987,0
220312,1
220323,1
220306,1
220307,1
220308,1
220309,1
220314,1
220313,1
220316,1
220315,1
220324,1
220325,1
220326,1
220321,1
220304,1
220303,1
220305,1
220293,1
220294,1
220295,1
220299,1
220300,1
220317,1
220318,1
220310,1
220311,1
220302,1
220301,1
220296,1
220298,1
220297,1
220322,1
220320,1
220291,1
220292,1
220319,1
219988,0
220364,1
220365,1
220366,1
220343,1
220341,1
220342,1
220347,1
220346,1
220348,1
220356,1
220357,1
220359,1
220358,1
220336,1
220370,1
220363,1
220361,1
220362,1
220344,1
220345,1
220352,1
220353,1
220354,1
220355,1
220368,1
220367,1
220369,1
220339,1
220340,1
220337,1
220338,1
220351,1
220350,1
220360,1
220349,1
219989,0
220331,1
220328,1
220329,1
220327,1
220335,1
220333,1
220332,1
220334,1
220330,1
219990,0
220421,1
220423,1
220422,1
220384,1
220373,1
220374,1
220420,1
220418,1
220419,1
220417,1
220395,1
220394,1
220396,1
220413,1
220425,1
220424,1
220426,1
220377,1
220378,1
219991,0
220410,1
220379,1
220380,1
220404,1
220381,1
220376,1
220375,1
220382,1
220383,1
219992,0
220388,1
220386,1
220387,1
220402,1
220400,1
220401,1
220430,1
220385,1
220405,1
220392,1
220390,1
220391,1
220393,1
220427,1
220412,1
220411,1
220416,1
220414,1
220415,1
220429,1
220428,1
220389,1
220407,1
220406,1
220408,1
220397,1
220398,1
220403,1
220399,1
220371,1
220372,1
220409,1
219993,0
220496,1
220494,1
220495,1
220497,1
220459,1
220483,1
220484,1
220432,1
220431,1
220443,1
220442,1
219994,0
220477,1
220476,1
220478,1
220469,1
220468,1
220470,1
220449,1
220448,1
220450,1
220510,1
220508,1
220509,1
219995,0
220453,1
220471,1
220481,1
220480,1
220492,1
220491,1
220499,1
220465,1
220490,1
220440,1
220475,1
220438,1
220436,1
220435,1
220437,1
220454,1
220455,1
220456,1
220439,1
220489,1
220479,1
220506,1
220507,1
220493,1
220434,1
220433,1
220458,1
220501,1
220502,1
220457,1
220486,1
220487,1
220504,1
220505,1
220485,1
219996,0
220460,1
220498,1
220464,1
220452,1
220451,1
220474,1
220503,1
220445,1
220446,1
220444,1
220447,1
220467,1
220466,1
220463,1
220500,1
220441,1
220462,1
220461,1
220472,1
220473,1
220488,1
220482,1
219997,0
221074,1
221075,1
221076,1
221068,1
221069,1
221073,1
221091,1
221092,1
221080,1
221079,1
221078,1
221077,1
221090,1
221093,1
221071,1
221095,1
221096,1
221097,1
221098,1
221094,1
221082,1
221081,1
221083,1
221084,1
221086,1
221085,1
221072,1
221064,1
221066,1
221067,1
221065,1
219998,0
221070,1
221088,1
221087,1
221089,1
219999,0
221276,1
221286,1
221287,1
221305,1
221306,1
221272,1
221263,1
221281,1
221273,1
221274,1
221307,1
221275,1
221269,1
221271,1
221270,1
221299,1
221277,1
221278,1
221289,1
221288,1
221279,1
221298,1
220000,0
